selected_text,sentiment
Ah that would explain the italian colouring,3
The 'shhh..' stuff is finally all done!,3
"again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info",3
I would like to boot from that. I wonder if I left it at home,3
Peek-a-boo!! i can see you!!,3
oh hahah thats ok then,5
"bummer,",1
didn`t even come meet me,1
lost,1
ill buy you one,3
Any tips for someone who has only made it 52 on Flight Control?,3
sad,1
Time to get purrtty. *wink*,5
poor keanu,1
dangerous,1
great!,5
liking,5
gotta go! bye twitterland!  good night! i`ll try sleep. so that i will recover easily! still sick!  bye!,3
headaaaaaaaaaaaache,1
i always feel last.,3
Luking for new background pic..,3
happy mothers day,5
annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,1
just got them- about to read & reply,3
- i like Mr Piggls I mean Pickles!!,5
I still think their disbanding is a loss.,1
dont worry im not!!! i dont get it on my tv,5
"Hey Girlie, How are you doing?",5
"it appears we found the dog.....as we were posting signs with his picture, someone else was posting 'found' signs with his picture....",3
Ahh its so gloomy out  I`m pretty sure I just heard thunder eeeeeeek.,3
"Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio& Thors WONDERFUR mama!!  *kittykisses*",5
"at the pool hahaha She likes graf writers, not b-boys, sorry",3
Awesome,5
(hopefully good) news is coming (hopefully soon) from someone I know... once again may the *happydance* commence,5
happy!,5
_II I have no choice  have to get on it!,3
Good,5
I`m jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together,3
sucked,1
missing,1
I loved,5
"hows the peas doin? if you meet them, tell them i said hello",3
Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,3
Omg I,1
upss..her name is writen like chesca.,3
And the first thing you did was get your twit on....,3
r miss,1
she misses Quil so...,1
shocked,1
i have to break the twitterparty... im off home soon,3
super stressful day & can`t sleep...glad I found you your so sweet,3
love,5
unfortuantley,1
Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt,3
sometimes i think you hate me because you never reply back to me,1
blessed,5
scary,1
Shen computer just broke  Time to get the old IBM out...,3
my picture isnt showing up,1
hope you`re all right.,5
have you considered cordoning off a corner of the park with beware 'Swine flu' signs might clear it out for you,3
Only has under 200 words left to write on her assignment,3
sad assembly  next block,1
Dave i ask you for 'The Fix' by JK!!! and send HI to my sister Lisette and me ( Alejandra ) from Mexico!!!!!,3
.good,5
miss,1
wishes she would call him ...   *hc*,3
missing out on all the sunshine!,1
is feeling waaay too cruisey and relaxed fo,5
upset,1
"I`ve come close to astroturf myself, . Save yr $$ - it doesn`t drain. Just spray paint yr yard green instead",3
Trending topics for the fun,5
no Belgian an not a record collector,3
. Wish,5
'To boldly go where no one has gone before...',3
Thanks!   I`m making homemade lasagna for my mum today.,3
going to get waterguns from tesco today   haha.   its sunny,3
I`ll keep that in mind when he gets tonked for 40 off his 4 overs.,3
afraid,1
Not enough time for Disney World.... might just have to watch the Disney channel instead.,3
we love,5
#bgt Will Holly take being paraded on stage again for potential rejection?,3
hurts..,1
On way to Birmingham.. Sewing in the van. Punk.,3
she`s just finished!  The Pretenders now. x,3
missing,1
@_kotenok !!  ... maybe they took one look at you and said 'That`s our girl!',3
Still up playin rock band woot woot,3
"Okay, seriously. you`re all going to have to forgive me while I gush like a little fangirl for a few tweets",3
i`m probably the only person in the world that uses tweetie from my ipod touch & not an iphone  ghetto? haha,3
Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`,3
YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho,3
http://twitpic.com/4w9zb - must... stick.. my... thumb.. in .. chin... dimple!! lol  my hubby has one lol  but his is un ..,3
? Thanks,5
enjoy,5
epic,5
s bad,1
HMM Gonna go with ran 4 miles and hit the gym... now time to wake the kids up,3
I love,5
bored,1
wtf I wanna go hooooommmeeee!,1
I need words of inspiration,5
happiness!,5
too sweet,5
do not know how to close doors,1
My throat hurts,1
He is no prize.,1
My son had surgery yesterday so mommy and son time won`t be as long today,1
much better day..,5
man i missed it!!,1
wish,5
_Call awww i wish i could but i have no talking minutes,3
WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL.,3
ol..I think it somehow help,5
aaaa i cant go to his pagee  It really exist?,3
Goodnight,5
"Back in lancaster bored already, can`t wait to start work! Missing hel!",1
pretty awesome.,5
sad,1
shoutout to all the beautiful moms out there that these niggas dont appreciate! some one cares Happy Mothers Day!,3
Dropped my lei off at the cemetary.,3
_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.,3
still having a hangover,3
lame.,1
d month,5
lucky,5
anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,3
Seems like 60 min wait time  should I call the wife now,3
V?a cÃ¯Â¿Â½n m?c 800/day t?i qua,3
maybe it`ll listen to you  dude it`s like three in the morning. what time is it over there?,3
hiccups,3
"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!",1
"Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0",3
no labels?  Sorry I know I`m really needy.,1
heyyyyyyyyyyyyyya,3
shannon Happy Birthday!!!!,5
and its over now,1
WHAT DO YOU WANT FROM ME?!  I`m awake.,3
drugs are bad,3
ugh!,1
"<3 I`m watching the Audio Commentary, it`s sooo funny",5
Nothing definite yet..and the show is in a week   I may just be resorted to giving them away,3
goddamn,1
Legs are hurting because I was standing up all day.,1
swearing.,1
bad,1
really bad,1
for a fun group,5
"I`d help you if I weren`t poorer than you lol! I`m mexican living in .mx, which automatically makes me 13 times poorer",1
@ work.. This week some new instrumentals.. stay updated,3
too bad i cant fly in and make u feel better,3
"Just got done with my first day of work and is exsausted, sweaty, and chalky.",1
you enj,5
sick!,1
loved,5
Excited bout going out 2nite but bummed cuz im da designated driver. So no drinking for Angie!,3
love,5
in lo,5
Jars was gonna be my answer,3
: thanks!,5
love,5
_artillero Hahaha. Sana someone`s selling the full version of 'Coding Workshop Photo Recovery Wizard' CD! Demo mode lang eh,3
Is losing money in Vegas...,1
stupid,1
He is so silly.,1
why you will so little time in rio de janeiro? forgive babelfish!,3
just making me want to throw up!,1
it feels like ages away!,1
you are a good child.,5
Chillin,5
addicted,1
Be beautiful,5
sweet,5
Again documentation day,3
i cannot deal,1
aww,1
hate,1
_fan Been busy trumping your cheese omlette with a cheese and chili omlette. An omnomlette,3
im bored.,1
happy mothers day,5
g I love it!,5
is ignorin,1
bestest,5
hate,1
sorry im not sure when your shows are over there! miss you,1
I really want to!! But it`s one of my few free weekends that month and am booking clients  Mama needs to make money.,3
that is really brilliant!,5
amazing,5
I learned the Hoedown Throwdown!,3
awkwardly.,1
lol ! You take David lah ! I want Danny  not tom,3
"I know told you, and it tells you last tweets and all.  Just can`t get it to play music.  Have it set, but it won`t pla",3
good,5
m sorry,1
pain,1
fuming over ebay purchase gone bad.,1
DECEMBER... thats like a year away...,3
poor little knee,1
s pretty awesome.,5
Antony and the Johnsons tonight. Woohoo!!,5
OMG I FINISHED MY HISTORY CHILDRENS BOOK!!!! JUST NEED 2 MAKE IT PRETTY AND PRINT IT OFF AND IM DONE!!! WHOO!!!,3
"but sadly, i cannot",1
thanks,5
Less or more iTunes tuned up,3
Buenos Dias mundo de Twitter  eating b-fast and watching 'sex on fire' video b4 I go to work !,3
so far.,1
YAY,5
So so happy to be with  - she even makes doing laundry wonderful,5
sick,1
so busy already,3
lovely,5
"harsh,",1
best,5
shes so cute when shes sleepy,5
"i finished new moon  in 1 day all up. maybe less, im quite proud, now who wants to lend me eclipse haha",3
I sent you a message.,3
posted a few pics of my college on my myspace www.myspace.com/katieheidie,3
"Hey OJ, I just want to ask, you hooked up with somebody ayt now?",3
i want to see you all our twittering is making me miss you,1
Happy,5
AGAIN AGAIN.,3
yuck,1
"Uuu, am din nou PR 4. Yeey, my epenis is now bigger! ... ... ...",3
World`s Happiest Places,5
genius,5
My truss failing,1
"BAH,",1
ere AMAZIN,5
This weekend is completely different from last weekend.,3
I hate when I can`t stop thinking!,5
you are adorable,5
great,5
feels bad,1
awesome!,5
sooo awesome!!,5
Aim:iloveshawniedur,3
I am so sorry!!  That really sucks,1
Crappy,1
Sent u a few DM`s..Hollaback,3
**** elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with,1
"actually just woke up, going to attempt to see 17 again with Natalyy",3
_carter can`t see it it says 'This video is private.',3
crying,1
goodnight,5
Sunday morning,3
Burst my bubble!,3
o lazy,1
"Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though",3
I will help,5
Is actually feeling awake today,3
Yay,5
Such a beautiful sunny autumn day,5
neglected,1
stopped for coffee at Maryland rest area; so did at least five entire middle schools; just my luck,3
"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",3
miss him way to much... just cnt stop thinking of him,1
HAPPY MOTHER`S DAY !!,5
laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,3
retarded,1
i lovebank holiday mondays,5
bored.,1
having bad day,1
Thanks,5
I`m fine thx.,5
l die,1
whoa rad ! coffee makes me stay up all night,3
fun,5
OMG I`M SOO EXCITED!,5
l sad,1
"Denny`s with Mike, Pat, and Jessie.",3
Hey Split Rock -- I`d know that llama anywhere,3
hard,1
fun day,5
awessomee!,5
Ahhh...can`t do this one.,1
goodgirl,5
And then you find out today they had there first kiss! },3
some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,3
miss,1
"haha yea! Just working and chillin in the eastbay. Unlike u, I don`t get a summer break  boo",3
isnt working,1
"I`ve been busy and chained to my laptop  I`ll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",3
good,5
R.I.P. Sammie the Cat,3
"Is having a darts party with the parentals, my neighbor, and !",3
do some research for my article,3
When God created man i also believed he created a million people to get on ya **** for a laff,1
horrible,1
energy,5
hurts.,1
"the swine flu is in robina, gold coast",3
Im bored,1
nice,5
rock,5
love,5
Missing,1
sorry,1
?  Missing you  SADS,1
they shot him  he was still alive too...,3
head ach,1
Thanks,5
Love it,5
sad..,1
"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",3
Said The Whale & Mother Mother? OK!,3
Subway was bomb!,5
lol. sounds like don`t call me babe  have done that too !! have you thought that over ?,3
try installing Twibble which is a Java based app that should work on most phones,3
My car is broken.,1
"my grandpa called, wants to know what you are doing with his hat.. and when you plan to return it",3
thank you ba,5
is soo bored its lovley day outside but nuttin to do,3
is aweso,5
eat it caps.  3-2,3
Poor,1
amazing,5
"Nina was on my lap, but just decided to jump off",3
its my going away partyyy  `s.  you should come!,3
I have been sick,1
is not sleeping because he has paperwork to do.,3
Today is Will`s first baseball game!  GO BATS!,3
"But it is our reality  , we must survive. What doesn`t kills, makes stronger",5
forgot,1
I hope so!,5
like,5
not so well ri,1
i know i`m changin it again,3
Come hang out wif meeee,3
"well...as long as you have trees  yeh definately need to go find one, maybe after the crutches tho! :p",3
Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well,1
Great Summer Ge,5
